Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,36,324.0,40.4112,4.852207401447991
1,36,324.0,40.0389,4.852207401447991
0,36,324.0,40.3239,4.852207401447991
1,36,324.0,39.962,4.852207401447991
2,36,324.0,40.3961,4.852207401447991
3,36,324.0,39.9458,4.852207401447991
4,36,324.0,40.5244,4.852207401447991
5,36,324.0,40.0328,4.852207401447991
6,36,324.0,39.9902,4.852207401447991
7,36,324.0,39.9767,4.852207401447991
