Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,32,256.0,4.3404,5.373613774732977
1,32,256.0,4.3274,5.373613774732977
0,32,256.0,4.2685,5.373613774732977
1,32,256.0,4.3343,5.373613774732977
2,32,256.0,4.3333,5.373613774732977
3,32,256.0,4.3291,5.373613774732977
4,32,256.0,4.3026,5.373613774732977
5,32,256.0,4.2822,5.373613774732977
6,32,256.0,4.2701,5.373613774732977
7,32,256.0,4.2751,5.373613774732977
