Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,25,156.25,2.4446,6.4425150368470225
1,25,156.25,2.462,6.4425150368470225
0,25,156.25,2.4132,6.4425150368470225
1,25,156.25,2.4178,6.4425150368470225
2,25,156.25,2.427,6.4425150368470225
3,25,156.25,2.4376,6.4425150368470225
4,25,156.25,2.4111,6.4425150368470225
5,25,156.25,2.4117,6.4425150368470225
6,25,156.25,2.4136,6.4425150368470225
7,25,156.25,2.409,6.4425150368470225
