Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,47,552.25,38.8204,3.603522897774478
1,47,552.25,38.8905,3.603522897774478
0,47,552.25,38.7103,3.603522897774478
1,47,552.25,38.8943,3.603522897774478
2,47,552.25,38.5579,3.603522897774478
3,47,552.25,38.5521,3.603522897774478
4,47,552.25,38.5624,3.603522897774478
5,47,552.25,38.5588,3.603522897774478
6,47,552.25,38.5682,3.603522897774478
7,47,552.25,38.5781,3.603522897774478
