Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,16,64.0,0.44149999999,8.404477973080779
1,16,64.0,0.44080000001,8.404477973080779
0,16,64.0,0.4396,8.404477973080779
1,16,64.0,0.43889999999,8.404477973080779
2,16,64.0,0.43889999999,8.404477973080779
3,16,64.0,0.4396,8.404477973080779
4,16,64.0,0.4385,8.404477973080779
5,16,64.0,0.439,8.404477973080779
6,16,64.0,0.4394,8.404477973080779
7,16,64.0,0.4402,8.404477973080779
