Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,37,342.25,28.7715,4.728948151639132
1,37,342.25,28.7456,4.728948151639132
0,37,342.25,28.5346,4.728948151639132
1,37,342.25,28.4472,4.728948151639132
2,37,342.25,28.4583,4.728948151639132
3,37,342.25,28.4766,4.728948151639132
4,37,342.25,28.4669,4.728948151639132
5,37,342.25,28.6544,4.728948151639132
6,37,342.25,28.4653,4.728948151639132
7,37,342.25,28.4649,4.728948151639132
