Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,20,100.0,1.6978,7.410320505889068
1,20,100.0,1.6749,7.410320505889068
0,20,100.0,1.6686,7.410320505889068
1,20,100.0,1.6751,7.410320505889068
2,20,100.0,1.6722,7.410320505889068
3,20,100.0,1.6717,7.410320505889068
4,20,100.0,1.6701,7.410320505889068
5,20,100.0,1.6713,7.410320505889068
6,20,100.0,1.6728,7.410320505889068
7,20,100.0,1.6696,7.410320505889068
