Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,46,529.0,72.6396,3.709236669851071
1,46,529.0,72.585,3.709236669851071
0,46,529.0,72.1843,3.709236669851071
1,46,529.0,72.0679,3.709236669851071
2,46,529.0,72.0792,3.709236669851071
3,46,529.0,72.0953,3.709236669851071
4,46,529.0,72.0903,3.709236669851071
5,46,529.0,72.2874,3.709236669851071
6,46,529.0,72.0379,3.709236669851071
7,46,529.0,72.0475,3.709236669851071
