Experiment (#), Number of Slices (#), Objective, Solution Time (sec), Lambda (STDEV)
0,1,0.25,0.0087000000058,0.0
1,1,0.25,0.008600000001,0.0
0,1,0.25,0.0089000000007,0.0
1,1,0.25,0.0089000000007,0.0
2,1,0.25,0.008799999996,0.0
3,1,0.25,0.0089000000007,0.0
4,1,0.25,0.008799999996,0.0
5,1,0.25,0.0086999999912,0.0
6,1,0.25,0.0089000000007,0.0
7,1,0.25,0.0087000000058,0.0
